smiles,output_class,output_reg,compound_id,parent_chemblid,target_protein_id,target_chembl_id,uniprot_id,count,parent_pref_name,max_phase,first_approval,usan_year
O=C(C[C@@H]1Cc2cc(Cl)c3[nH]ncc3c2CN(CC(F)(F)F)C1=O)N1CCC(c2cc3cccc(F)c3[nH]c2=O)CC1,0.9999968,9.045196,d234178,CHEMBL4785845,tp0176,CHEMBL1628481,P35414,1,,,,
O=C(Nc1c[nH]nc1-c1cc(Cl)ccc1OC(F)F)c1cncc2ccoc12,0.90875024,9.113716,d232164,CHEMBL4778449,tp0082,CHEMBL244,P00742,1,,,,
O=C(Nc1c[nH]nc1-c1cc(Cl)ccc1OC(F)F)c1cncc2scnc12,0.8775489,9.1564045,d232591,CHEMBL4780070,tp0082,CHEMBL244,P00742,1,,,,
O=C(Nc1c[nH]nc1-c1cc(Cl)ccc1OC(F)F)c1snc2cccnc12,0.8355173,9.199404,d234944,CHEMBL4788860,tp0082,CHEMBL244,P00742,1,,,,
O=C(Nc1c[nH]nc1-c1cc(I)ccc1OC(F)F)c1cnn2cccnc12,0.6165656,9.044475,d231201,CHEMBL4764019,tp0082,CHEMBL244,P00742,1,,,,
O=C(O)c1ccc2nn3c(c2c1)C[C@H]1[C@@H]3[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)N1CC1CC1,1.0,9.003529,d234801,CHEMBL4788289,tp0176,CHEMBL1628481,P35414,1,,,,
O=C(O[C@@H](Cc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1)C1CN(C(=O)c2ccc(COc3cccc(CN(C(=O)O[C@H]4CN5CCC4CC5)c4ccccc4)c3)cc2)C1,0.9982945,9.186287,d232152,CHEMBL4778407,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc3ccsc3s2)CCN1C[C@@H](O)C[C@@H](Cc1cccnc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,0.99999964,9.061777,d070796,CHEMBL96645,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
Cc1ncnc(C2CC2)c1-c1ncc2nc(NCc3ccc(S(N)(=O)=O)cn3)c(=O)n([C@@H](C)C3CC3)c2n1,0.5288969,9.002823,d237448,CHEMBL4798134,tp0176,CHEMBL1628481,P35414,1,,,,
CN(C)c1ccc2c(-c3ccc(C(=O)NCCNC(=O)CCc4cn(CCCCC5CCN(CC(=O)N6c7ccccc7NC(=O)c7ccccc76)CC5)cn4)cc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,0.99356496,9.122421,d238540,CHEMBL4803695,tp0430,CHEMBL1804,P30874,1,,,,
CN1CCN(C2CCN(C(=O)Nc3cc(Oc4cc(F)c(NC(=O)c5cc6c(n(-c7ccccc7)c5=O)CCCC6=O)cc4F)ccn3)CC2)CC1,0.99993867,9.280535,d239733,CHEMBL4849679,tp0430,CHEMBL1804,P30874,1,,,,
CNC(=O)c1ccc2c(c1)nc1n2CC[C@H]2[C@@H]1[C@H](c1cccc(Cl)c1F)[C@]1(C(=O)Nc3cc(Cl)ccc31)N2CC1CC1,0.9999987,9.016396,d234305,CHEMBL4786337,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(C#CC#Cc3cnc([C@@H]4CCCN4C(=O)[C@H](NC(=O)OC)c4ccccc4)[nH]3)c(-c3ccc(N4CCN(C)CC4)cc3)c2)[nH]1)C(C)C,0.99999666,9.414365,d238255,CHEMBL4802710,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(C#CC#Cc3cnc([C@@H]4CCCN4C(=O)[C@H](NC(=O)OC)c4ccccc4)[nH]3)c(N3CCN(C)CC3)c2)[nH]1)C(C)C,0.9999913,9.067977,d238380,CHEMBL4803199,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
COC(=O)c1cc2c(cc1CS(C)(=O)=O)-c1cn(C)c(=O)c3[nH]cc(c13)CN2c1ncc(C#CCN)cc1F,0.522914,9.1492195,d234618,CHEMBL4787589,tp0743,CHEMBL3028,Q96KS0,1,,,,
COCCCOC[C@H]1/C(F)=C/C[C@H](C)[C@@H](C)S(=O)(=O)NC(=O)c2ccc3c(c2)N(C[C@@H]2CCN21)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,0.9999794,9.420119,d237436,CHEMBL4798100,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
COCCOCC1(COCCOC)/C(F)=C/C[C@H](C)[C@@H](C)S(=O)(=O)NC(=O)c2ccc3c(c2)N(C[C@@H]2CCN21)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,0.99998075,9.306885,d233836,CHEMBL4784541,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
COc1cc(NC2CN(CCCF)C2)ccc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC(F)(F)CO,0.9997215,9.341904,d235943,CHEMBL4792482,tp0013,CHEMBL249,P25103,1,,,,
COc1cc(OC)c(Cl)c(N2Cc3cnc4[nH]ccc4c3N(C)C2=O)c1,0.9724315,9.310751,d239155,CHEMBL4847441,tp0743,CHEMBL3028,Q96KS0,1,,,,
C[C@@H]1Cc2c([nH]c3cc(F)ccc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,0.9969139,9.085075,d238729,CHEMBL4845726,tp0013,CHEMBL249,P25103,1,,,,
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3CCC(=O)NCc4cccc(c4)C[C@H](NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc4cccc(c4)CSCCNC(=O)[C@]4(C)CCCN4C2=O)C(=O)N[C@@H](Cc2c[nH]c4ccc(F)cc24)C(=O)N3)cc1,0.99999774,9.029922,d233171,CHEMBL4782157,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3CCCCC(=O)NCc4ccc(cc4)C[C@H](NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc4cccc(c4)CSCCNC(=O)[C@]4(C)CCCN4C2=O)C(=O)N[C@@H](Cc2c[nH]c4ccc(F)cc24)C(=O)N3)cc1,0.999996,9.04015,d229921,CHEMBL4759482,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3CCCN3C(=O)[C@@H]3Cc4cn(c5ccc(F)cc45)Cc4cn(nn4)-c4cc(cc(c4)CSCCC(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](Cc4c[nH]c5ccc(F)cc45)C(=O)N3)CSCCNC(=O)[C@]3(C)CCCN3C2=O)cc1,0.99999845,9.781041,d235486,CHEMBL4790764,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)OC)NC(=O)[C@@H]3CCC(=O)NCc4cccc(c4)C[C@H](NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc4cccc(c4)CSCCNC(=O)[C@]4(C)CCCN4C2=O)C(=O)NC(Cc2ccnc4ccc(F)cc24)C(=O)N3C)cc1,1.0,9.557795,d237418,CHEMBL4798026,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
COc1ccc(Cl)c(F)c1-c1n[nH]cc1NC(=O)c1cnn2cccnc12,0.5889186,9.006502,d236605,CHEMBL4794915,tp0176,CHEMBL1628481,P35414,1,,,,
COc1ccc(S(=O)(=O)N2C/C(=N\OC(C)(C)C)C[C@@H]2C(=O)NO)cc1,1.0,9.279782,d231436,CHEMBL151718,tp0228,CHEMBL280,P45452,1,,,,
COc1ncc(-c2ccc3nccc(/C(C)=C/C(=O)N4CCOCC4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,0.9815284,9.021017,d229735,CHEMBL4758904,tp0176,CHEMBL1628481,P35414,1,,,,
COc1ncc(-c2ccc3nccc(/C(C)=C\C(=O)N4CCOCC4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,0.9815284,9.021017,d229407,CHEMBL4757766,tp0176,CHEMBL1628481,P35414,1,,,,
C[C@@H]1CN(c2ncc(-c3ccc4c(c3)N(Cc3ccccc3OC(F)F)C(C)(C)C4=O)cn2)CCN1C(=O)CO,1.0,9.068762,d236198,CHEMBL4793441,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
C[C@@H]1CN(c2ncc(-c3ccc4c(c3)N(Cc3cccnc3C#N)C(C)(C)C4=O)cn2)CCN1C(=O)CO,0.9999997,9.113437,d234671,CHEMBL4787790,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3CC(=O)NCc4cccc(c4)C[C@H](NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc4cccc(c4)CSCCNC(=O)[C@]4(C)CCCN4C2=O)C(=O)N[C@@H](Cc2c[nH]c4ccc(F)cc24)C(=O)N3)cc1,0.99999475,9.124206,d232402,CHEMBL4779343,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)Cc1ccccc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,0.92358875,9.144045,d069504,CHEMBL2338752,tp0077,CHEMBL1821,P08173,1,,,,
COc1ccc(-n2nnnc2C(F)(F)F)cc1[C@H]1COC2(CCCN(Cc3n[nH]c(O)n3)C2c2ccccc2)C1,0.99773246,9.36326,d061803,CHEMBL316141,tp0176,CHEMBL1628481,P35414,1,,,,
COc1ccc(C[C@H](NC(=O)[C@H]2CC[C@@H](N)CC2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CCc2ccccn2)cc1,0.89228904,9.002333,d071642,CHEMBL94539,tp0227,CHEMBL1907594;CHEMBL3068,P32297;P32297,1,,,,
COc1ccc(S(=O)(=O)N2CCN(Cc3ccccc3)C(=O)C[C@@H]2C(=O)NO)cc1,1.0,9.089346,d072612,CHEMBL415482,tp0228,CHEMBL280,P45452,1,,,,
COc1ccc(S(=O)(=O)N2CN(C(C)(C)C)C(=O)C[C@@H]2C(=O)NO)cc1,1.0,9.191676,d061558,CHEMBL7108,tp0228,CHEMBL280,P45452,1,,,,
COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1,1.0,9.37028,d061658,CHEMBL91737,tp0013,CHEMBL249,P25103,1,,,,
COc1n[nH]c2ncc(C#Cc3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)cc12,0.9826752,9.020649,d064677,CHEMBL2316872,tp0743,CHEMBL3028,Q96KS0,1,,,,
CSCC[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]cn1)NC(=O)CNC(=O)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(N)=O)NC(=O)CCCCCNC(=O)CC[C@H](NC(=O)COCCOCCOCCNC(=O)c1ccc(F)cc1)C(=O)NCCCC[C@H]1NC(=O)[C@@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O)C(C)C)C(N)=O,0.99988496,9.111735,d072172,CHEMBL2372257,tp0430,CHEMBL1804,P30874,1,,,,
C[C@@H](CO)CNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2n(C)c1=O,0.97917235,9.176884,d064419,CHEMBL2316126,tp0743,CHEMBL3028,Q96KS0,1,,,,
C[C@@H](O)CNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2[nH]c1=O,0.99624616,9.019296,d064410,CHEMBL2316117,tp0743,CHEMBL3028,Q96KS0,1,,,,
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc3ccsc3s2)CCN1C[C@@H](O)C[C@@H](Cc1ccncc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,0.9999989,9.141765,d070795,CHEMBL96100,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
C[C@H](O)CNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2[nH]c1=O,0.99624616,9.019295,d064409,CHEMBL2311585,tp0743,CHEMBL3028,Q96KS0,1,,,,
Cc1c(C(=O)N[C@H]2C[C@@](C)(O)C2)c(-c2cccc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN(C)C)CSc6ccccc6)c([N+](=O)[O-])c5)cc4)CC3)c2)c(-c2ccc(Cl)cc2)n1C,0.96397954,9.084561,d066532,CHEMBL2326041,tp0430,CHEMBL1804,P30874,1,,,,
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,0.8260625,9.097395,d064641,CHEMBL2316582,tp0743,CHEMBL3028,Q96KS0,1,OLVEREMBATINIB,3.0,,2021.0
Cc1ccc(C(=O)Nc2cccc(CN3C(=O)N(Cc4cccc(NC(=O)c5ccc(C)cn5)c4)C(Cc4ccccc4)C(O)C3CCc3ccccc3)c2)nc1,1.0,9.006996,d062360,CHEMBL2296980,tp0003,CHEMBL243,Q72874,1,,,,
Cc1n[nH]c2cc(CN3C(=O)N(Cc4cccc(N)c4)C(Cc4ccccc4)C(O)C3CCc3ccccc3)ccc12,0.9999998,9.4745865,d062353,CHEMBL2296974,tp0003,CHEMBL243,Q72874,1,,,,
Cc1n[nH]c2ccc(CN3C(=O)N(Cc4ccc5[nH]nc(C)c5c4)C(Cc4ccccc4)C(O)C3CCc3ccccc3)cc12,0.9999735,9.025993,d062338,CHEMBL2296959,tp0003,CHEMBL243,Q72874,1,,,,
Cn1c(=O)c(C(=O)NCCN2CCNC2=O)c(O)c2ncc(Cc3ccc(F)cc3)cc21,0.9972435,9.003389,d064331,CHEMBL2315830,tp0743,CHEMBL3028,Q96KS0,1,,,,
N/C(=N/O)c1cc(CN2C(=O)N(Cc3ccc(F)c(/C(N)=N\O)c3)C(Cc3ccc(F)c(F)c3)C(O)C2CCc2ccccc2)ccc1F,1.0,9.318838,d062302,CHEMBL2296699,tp0003,CHEMBL243,Q72874,1,,,,
N/C(=N/O)c1cccc(CN2C(=O)N(Cc3cccc(/C(N)=N\O)c3)C(Cc3ccc(F)c(F)c3)C(O)C2CCc2ccc(F)c(F)c2)c1,0.99995804,9.342422,d062301,CHEMBL2296698,tp0003,CHEMBL243,Q72874,1,,,,
N/C(=N/O)c1cccc(CN2C(=O)N(Cc3cccc(/C(N)=N\O)c3)C(Cc3ccc(F)cc3)C(O)C2CCc2ccc(F)cc2)c1,0.99999845,9.094341,d062300,CHEMBL2296697,tp0003,CHEMBL243,Q72874,1,,,,
C[C@H](CO)CNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2n(C)c1=O,0.97917235,9.176883,d064420,CHEMBL2316127,tp0743,CHEMBL3028,Q96KS0,1,,,,
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc3sccc3s2)CCN1C[C@@H](O)C[C@@H](Cc1cccnc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,0.9999997,9.187752,d070695,CHEMBL316454,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc3sccc3s2)CCN1C[C@@H](O)C[C@@H](Cc1ccncc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,0.9999994,9.337974,d070797,CHEMBL96697,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
CC(C)(C)NC(=O)[C@@H]1CN(S(=O)(=O)c2cccc3cccnc23)CCN1C[C@@H](O)C[C@@H](Cc1ccncc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,1.0,9.027994,d069661,CHEMBL433165,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
CC(C)(CO)CNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2[nH]c1=O,0.84617835,9.053979,d064411,CHEMBL2316118,tp0743,CHEMBL3028,Q96KS0,1,,,,
CCCCN(CCCCCCNCCOc1ccccc1OC)[C@H]1CCc2c(ccc(O)c2O)C1,1.0,9.121771,d072560,CHEMBL94356,tp0023,CHEMBL234,P35462,1,,,,
CCCCOc1ccc(S(=O)(=O)N2CC(N3CCOCC3)CC2C(=O)NO)cc1,1.0,9.032491,d068189,CHEMBL316676,tp0228,CHEMBL280,P45452,1,,,,
CCCN(CCCCCCCNCCOc1ccccc1OC)[C@H]1CCc2c(ccc(O)c2O)C1,1.0,9.17068,d072526,CHEMBL94491,tp0023,CHEMBL234,P35462,1,,,,
CCCN(CCCCCCNCCOc1ccccc1OC)[C@@H]1CCc2c(ccc(O)c2O)C1,1.0,9.168427,d072347,CHEMBL94388,tp0023,CHEMBL234,P35462,1,,,,
CCCN(CCCCCCNCCOc1ccccc1OC)[C@H]1CCc2c(ccc(O)c2O)C1,1.0,9.168427,d072499,CHEMBL94103,tp0023,CHEMBL234,P35462,1,,,,
CCCN(CCCCCNCCOc1ccccc1OC)[C@H]1CCc2c(ccc(O)c2O)C1,1.0,9.161772,d072547,CHEMBL318933,tp0023,CHEMBL234,P35462,1,,,,
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)CCc1ccccc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,0.85327846,9.534262,d069505,CHEMBL2338753,tp0077,CHEMBL1821,P08173,1,,,,
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ccc(N3CCN(c4cccc(-c5c(C(=O)NS(C)(=O)=O)ncn5-c5ccc(Cl)cc5)c4)CC3)cc2)cc1[N+](=O)[O-],0.9999981,9.006233,d066530,CHEMBL2326039,tp0013,CHEMBL249,P25103,1,,,,
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ccc(N3CCN(c4cccc(-c5cnn(C)c5-c5ccc(Cl)cc5)c4)CC3)cc2)cc1[N+](=O)[O-],1.0,9.01672,d066374,CHEMBL2325774,tp0013,CHEMBL249,P25103,1,,,,
CN(C)[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3cc(F)ccc3[nH]c12,0.9923895,9.0961895,d070952,CHEMBL2364605,tp0013,CHEMBL249,P25103,1,CEBRANOPADOL,3.0,,2012.0
CN(CCNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2[nH]c1=O)S(C)(=O)=O,0.9986312,9.210021,d064401,CHEMBL2316111,tp0743,CHEMBL3028,Q96KS0,1,,,,
CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(C#Cc4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1,0.93446475,9.055887,d064645,CHEMBL2316586,tp0743,CHEMBL3028,Q96KS0,1,,,,
CO[C@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)C1CCCC1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,0.81072867,9.00813,d069486,CHEMBL2338732,tp0077,CHEMBL1821,P08173,1,,,,
CO[C@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)CCC1CCCCC1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,0.80158836,9.149443,d069488,CHEMBL2338734,tp0077,CHEMBL1821,P08173,1,,,,
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C1CCCC1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,0.81072867,9.008128,d069498,CHEMBL2338746,tp0077,CHEMBL1821,P08173,1,,,,
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C1CCCCC1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,0.81182194,9.030347,d069501,CHEMBL2338749,tp0077,CHEMBL1821,P08173,1,,,,
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)CCC1CCCC1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,0.8010896,9.142011,d069500,CHEMBL2338748,tp0077,CHEMBL1821,P08173,1,,,,
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)CCC1CCCCC1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,0.80158824,9.149443,d069503,CHEMBL2338751,tp0077,CHEMBL1821,P08173,1,,,,
CCc1nc2c(C)cn(Cc3ccccc3C#N)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,0.94778425,9.150769,d064807,CHEMBL2322176,tp0176,CHEMBL1628481,P35414,1,,,,
COc1cc(C[C@@H]2[C@H](O)[C@@H](O)[C@@H](Cc3cc(OC)cc(OC)c3)N(Cc3cccc(C(C)=O)c3)C(=O)N2Cc2cccc(C(C)=O)c2)cc(OC)c1,1.0,9.204958,d357181,CHEMBL35373,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(N(C)CC(N)=O)CC4)cc2)CC3)cc1,0.99971616,9.070472,d357710,CHEMBL512288,tp0176,CHEMBL1628481,P35414,1,,,,
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(c5ncc[nH]5)CC4)cc2)CC3)cc1,0.9715086,9.117842,d357882,CHEMBL515066,tp0176,CHEMBL1628481,P35414,1,,,,
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(C(C)=O)CC4)cc2)CC3)cc1,0.97555244,9.049625,d357616,CHEMBL459286,tp0176,CHEMBL1628481,P35414,1,,,,
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(C5=NCCO5)CC4)cc2)CC3)cc1,0.8528329,9.262242,d357572,CHEMBL513954,tp0176,CHEMBL1628481,P35414,1,,,,
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CCN5CCOCC5)CC4)cc2)CC3)cc1,0.9382002,9.05148,d357542,CHEMBL461454,tp0176,CHEMBL1628481,P35414,1,,,,
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CN(C)C)CC4)cc2)CC3)cc1,0.7261885,9.237142,d357657,CHEMBL460385,tp0176,CHEMBL1628481,P35414,1,,,,
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CN5CCOCC5)CC4)cc2)CC3)cc1,0.98124707,9.371816,d357670,CHEMBL456676,tp0176,CHEMBL1628481,P35414,1,,,,
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(N(C)C)CC4)cc2)CC3)cc1,0.8661026,9.307562,d357540,CHEMBL518473,tp0176,CHEMBL1628481,P35414,1,,,,
COc1ccc(-n2nc(S(C)(=O)=O)c3c2C(=O)N(c2ccc(C4(CN5CCCC5=O)CC4)cc2)CC3)cc1,0.871802,9.0102825,d357686,CHEMBL456034,tp0176,CHEMBL1628481,P35414,1,,,,
COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC[C@](C)(OC)C(=O)O)c1,0.99998486,9.172869,d011594,CHEMBL1761536,tp0013,CHEMBL249,P25103,1,,,,
Cc1cc(C[C@@H](OC(=O)N2CCC(c3cc4cccc(F)c4[nH]c3=O)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,0.9999688,9.127717,d359061,CHEMBL452686,tp0176,CHEMBL1628481,P35414,1,,,,
Cc1cc(C[C@@H](OC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)C(=O)N2CCN(c3ccncc3)CC2)cc2cn[nH]c12,0.99999934,9.084105,d359068,CHEMBL508349,tp0176,CHEMBL1628481,P35414,1,,,,
Cc1ccccc1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CS(=O)(=O)c2ccc3ccccc3c2)NS(C)(=O)=O)CSC1(C)C,1.0,9.410959,d354314,CHEMBL485911,tp0003,CHEMBL243,Q72874,1,,,,
Cc1ccccc1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CS(=O)(=O)c2cccc3ccccc23)NS(C)(=O)=O)CSC1(C)C,0.9999998,9.285246,d354312,CHEMBL452953,tp0003,CHEMBL243,Q72874,1,,,,
Cc1cn2cc(CNC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)Nc3ccc(C(=O)OC4CCCCC4)s3)[n+](Cc3ccc4ccccc4c3)c2s1,0.80303955,9.097986,d360487,CHEMBL604842,tp0713,CHEMBL2063,Q16739,1,,,,
Cc1noc(/C(=C/c2cccc(-n3cc(C(=O)Nc4c(Cl)cncc4Cl)c(=O)c4cccnc43)c2)c2ccc(S(C)(=O)=O)cc2)n1,0.9043803,9.046673,d361805,CHEMBL499477,tp0176,CHEMBL1628481,P35414,1,,,,
Nc1cccc(CN2C(=O)N(Cc3cccc(N)c3)[C@H](Cc3ccc4c(c3)CCO4)[C@H](O)[C@@H](O)[C@H]2Cc2ccc3c(c2)CCO3)c1,0.99974364,9.619382,d357212,CHEMBL432666,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
Nc1cccc(CN2C(=O)N(Cc3cccc(N)c3)[C@H](Cc3ccc4c(c3)OCCO4)[C@H](O)[C@@H](O)[C@H]2Cc2ccc3c(c2)OCCO3)c1,0.9998069,9.719229,d358921,CHEMBL286637,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C1N(CC2CC2)[C@H](Cc2ccc3c(c2)OCCO3)[C@H](O)[C@@H](O)[C@@H](Cc2ccc3c(c2)OCCO3)N1CC1CC1,0.9995512,9.045557,d359644,CHEMBL36125,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C1N(Cc2ccc(CO)cc2)[C@H](Cc2ccc3c(c2)OCCO3)[C@H](O)[C@@H](O)[C@@H](Cc2ccc3c(c2)OCCO3)N1Cc1ccc(CO)cc1,0.99997413,9.585678,d357340,CHEMBL285042,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
COc1ccc(CSC[C@@H](NS(C)(=O)=O)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)N2CSC(C)(C)[C@H]2C(=O)NCc2ccccc2C)cc1,1.0,9.265097,d354308,CHEMBL455816,tp0003,CHEMBL243,Q72874,1,,,,
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(Cc2ncc(-c3cccnc3)o2)C[C@H]1C(=O)NCC(F)(F)F,0.9999852,9.206691,d136431,CHEMBL3706616,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
